id,question,ground_truth_letter,ground_truth_text,vs_A_B_selected,vs_A_B_is_correct,vs_A_B_trace,vs_A_B_justification,vs_A_D_selected,vs_A_D_is_correct,vs_A_D_trace,vs_A_D_justification,vs_B_D_selected,vs_B_D_is_correct,vs_B_D_trace,vs_B_D_justification,vs_B_C_selected,vs_B_C_is_correct,vs_B_C_trace,vs_B_C_justification,vs_C_D_selected,vs_C_D_is_correct,vs_C_D_trace,vs_C_D_justification,vs_A_C_selected,vs_A_C_is_correct,vs_A_C_trace,vs_A_C_justification,total_correct,total_evals
8154,Knee with leg x- ray of an adolescent boy is shown. Probable diagnosis:,A,Chondromyxoid fibroma,,,,,,,,,B,0.0,"[
  ""Adolescent age group with a lesion around the knee strongly suggests a primary malignant bone tumor, especially osteosarcoma."",
  ""Osteosarcoma classically occurs in the metaphysis of long bones around the knee, particularly distal femur or proximal tibia, and shows aggressive radiographic features."",
  ""Chondromyxoid fibroma is usually a benign eccentric lytic lesion, and osteitis fibrosa cystica is related to hyperparathyroidism rather than a typical solitary aggressive adolescent knee lesion.""
]",Osteosarcoma is the classic adolescent malignant bone tumor occurring around the knee.,B,0.0,"[
  ""Adolescent age and lesion around the knee strongly fit osteosarcoma, which commonly arises in the metaphysis of the distal femur or proximal tibia."",
  ""Osteosarcoma typically shows aggressive radiographic features such as mixed lytic-sclerotic destruction, periosteal reaction, Codman triangle, or sunburst appearance."",
  ""Chondromyxoid fibroma and bone cyst with fracture are usually benign-appearing lytic lesions and are less likely if the knee x-ray shows an aggressive adolescent metaphyseal tumor.""
]",Adolescent boy with an aggressive metaphyseal lesion around the knee is most consistent with osteosarcoma.,A,1.0,"[
  ""The lesion location around the knee in an adolescent favors benign metaphyseal bone tumors."",
  ""Chondromyxoid fibroma classically occurs in adolescents/young adults, most commonly in the proximal tibial metaphysis near the knee, as an eccentric lytic lesion."",
  ""Bone cyst with fracture and osteitis fibrosa cystica are less consistent with the typical age-location pattern described.""
]","Chondromyxoid fibroma typically presents in adolescents as an eccentric metaphyseal lytic lesion around the knee, especially the proximal tibia.",,,,,1.0,3
8193,Best marker of SLE?,B,Anti-ds DNA antibodies,,,,,A,0.0,"[
  ""Anti-Sm antibodies are highly specific for SLE and are considered the most specific serologic marker among the options."",
  ""Anti-dsDNA antibodies are also specific and correlate with disease activity, especially lupus nephritis, but are not the best overall specific marker compared with Anti-Sm."",
  ""Anti-Ro/SS-A antibodies are associated with SLE but are less specific and also seen in Sjogren syndrome and neonatal lupus.""
]",Anti-Sm antibodies are the most specific marker for SLE among the listed options.,,,,,,,,,B,1.0,"[
  ""Anti-dsDNA antibodies are highly specific for SLE and correlate with disease activity, especially lupus nephritis."",
  ""Anti-histone antibodies are more characteristic of drug-induced lupus rather than the best marker of classic SLE."",
  ""Anti-Ro/SS-A antibodies are associated with Sj\u00f6gren syndrome, subacute cutaneous lupus, and neonatal lupus, but are not the best overall marker of SLE.""
]",Anti-dsDNA antibodies are the best marker among the options for SLE due to high specificity and correlation with disease activity.,A,0.0,"[
  ""Anti-histone antibodies are most associated with drug-induced lupus, not the best marker of SLE."",
  ""Anti-dsDNA antibodies are specific for SLE and correlate with disease activity, especially lupus nephritis."",
  ""Anti-Sm antibodies are the most specific diagnostic marker for SLE among the options.""
]",Anti-Sm antibodies are the most specific marker for SLE.,1.0,3
8211,Organ most vulnerable to ischaemic due to shock?,D,Hea,D,1.0,"[
  ""Shock causes systemic hypoperfusion leading to ischemic injury in organs with high oxygen demand."",
  ""Among the listed options, the heart is highly vulnerable to ischemia because myocardium depends on continuous oxygen delivery."",
  ""Lungs and adrenals can be affected in shock, but they are not the most ischemia-sensitive among these choices.""
]",The heart is most vulnerable among the options due to high oxygen demand and limited tolerance of ischemia.,,,,,,,,,C,0.0,"[
  ""Shock causes systemic hypoperfusion and ischemic injury to organs."",
  ""The kidneys are especially vulnerable because renal blood flow falls markedly, leading to acute tubular necrosis."",
  ""Among heart, adrenals, and kidney, the kidney is the classic organ most vulnerable to ischemic injury in shock.""
]","Kidney is most vulnerable to ischemic injury in shock, classically causing acute tubular necrosis.",,,,,C,0.0,"[
  ""Shock causes systemic hypoperfusion and ischemic injury in susceptible organs."",
  ""Among the listed options, kidneys are especially vulnerable because renal tubular cells are highly sensitive to reduced perfusion, leading to acute tubular necrosis."",
  ""Therefore, the correct option is Kidney.""
]","Kidneys are highly susceptible to ischemic injury in shock, commonly causing acute tubular necrosis.",1.0,3
8216,Injury to the nerve originating from C5 in Brachial plexus leads to,D,Winging of scapula,A,0.0,"[
  ""C5 contributes to nerves such as the axillary nerve, which supplies the deltoid muscle."",
  ""Deltoid paralysis causes loss or severe weakness of arm abduction, especially from 15 to 90 degrees."",
  ""Winging of the scapula is classically due to long thoracic nerve injury, not an isolated C5-related abduction deficit.""
]",C5-related axillary nerve injury causes loss of abduction of the arm.,,,,,,,,,D,1.0,"[
  ""The nerve arising directly from the C5 root of the brachial plexus is the dorsal scapular nerve."",
  ""The dorsal scapular nerve supplies the rhomboids, which stabilize and retract the scapula."",
  ""Injury to this nerve can cause scapular winging; loss of arm abduction is mainly axillary/suprascapular nerve injury, and loss of shrugging is spinal accessory nerve injury.""
]",C5 root injury involving the dorsal scapular nerve can cause winging of the scapula.,,,,,A,0.0,"[
  ""C5 fibers in the brachial plexus contribute importantly to nerves supplying shoulder abductors, especially supraspinatus and deltoid."",
  ""Injury affecting C5 commonly weakens or abolishes arm abduction at the shoulder."",
  ""Winging of the scapula is classically due to long thoracic nerve injury, and loss of shrugging is mainly spinal accessory nerve injury.""
]",C5 injury in the brachial plexus most characteristically causes loss of arm abduction due to weakness of supraspinatus and deltoid.,1.0,3
8245,Lady with infeility with bilateral tubal block at cornua : best method of management is :,C,IVF,A,0.0,"[
  ""Bilateral cornual tubal block is a proximal tubal obstruction and should first be confirmed/managed with endoscopic evaluation rather than blind hydrotubation."",
  ""Laparoscopy with hysteroscopy allows direct pelvic assessment and evaluation of the uterine cornua/tubal ostia, with potential proximal tubal cannulation."",
  ""IVF is an option for untreatable tubal disease, but among the given choices the best management for cornual block is laparoscopy and hysteroscopy.""
]",Bilateral cornual block is best evaluated and potentially treated by laparoscopy with hysteroscopy; hydrotubation is obsolete and IVF is not first-line here.,C,1.0,"[
  ""Bilateral cornual tubal block represents proximal tubal factor infertility."",
  ""Tuboplasty has limited benefit for cornual/proximal bilateral block and is less favored than assisted reproduction."",
  ""IVF bypasses the blocked tubes and is the best management among the given options.""
]",IVF is preferred for bilateral tubal block because it bypasses tubal obstruction.,C,1.0,"[
  ""Bilateral tubal blockage prevents natural fertilization by blocking oocyte-sperm transport."",
  ""Hydrotubation is not reliable definitive treatment for true bilateral cornual tubal block."",
  ""Tuboplasty/cannulation may be considered in selected proximal blocks, but among the listed options IVF is the best established management for bilateral tubal block.""
]",IVF bypasses the blocked fallopian tubes and is the best option among those listed for bilateral tubal block.,,,,,,,,,,,,,2.0,3
8260,Prolonged latent phase is seen in :,B,Unripe cervix,,,,,B,1.0,"[
  ""Prolonged latent phase is an early labor abnormality commonly associated with an unfavorable or unripe cervix."",
  ""Placenta praevia is associated with antepartum bleeding, not classically with prolonged latent phase."",
  ""Excessive sedation can affect labor progress, but among the listed options the best classic association is unripe cervix.""
]",Prolonged latent phase is classically associated with an unripe or unfavorable cervix.,,,,,,,,,D,0.0,"[
  ""Prolonged latent phase is a labor abnormality associated with delayed cervical dilatation in early labor."",
  ""Abruptio placenta is not a typical cause of prolonged latent phase."",
  ""Excessive sedation can reduce uterine activity and is a recognized cause of prolonged latent phase.""
]",Excessive sedation may depress uterine contractions and prolong the latent phase of labor.,B,1.0,"[
  ""Prolonged latent phase refers to delayed early labor progress before active cervical dilatation."",
  ""An unripe cervix is associated with slow cervical effacement and dilatation, causing prolongation of the latent phase."",
  ""Placenta praevia and abruptio placenta are causes of antepartum hemorrhage, not typical causes of prolonged latent phase.""
]",Prolonged latent phase is commonly associated with an unripe cervix.,2.0,3
8345,"An 18-year-old girl presents with amenorrhoea, milk discharge, weight loss. Diagnosis is",A,Pituitary Cancer,,,,,,,,,A,1.0,"[
  ""Amenorrhoea with milk discharge indicates galactorrhoea, most commonly due to hyperprolactinaemia."",
  ""Hyperprolactinaemia is classically caused by a pituitary prolactin-secreting tumour rather than anorexia nervosa or simple hypothalamic amenorrhoea."",
  ""Among the given options, the pituitary option best matches amenorrhoea with galactorrhoea.""
]",Amenorrhoea with galactorrhoea suggests hyperprolactinaemia from a pituitary lesion.,A,1.0,"[
  ""Amenorrhoea with milk discharge indicates galactorrhoea due to hyperprolactinaemia."",
  ""Anorexia nervosa explains weight loss and amenorrhoea but not milk discharge."",
  ""A pituitary prolactin-secreting lesion best explains amenorrhoea and galactorrhoea among the options.""
]",Amenorrhoea plus galactorrhoea most strongly suggests a pituitary prolactin-secreting lesion.,C,0.0,"[
  ""Amenorrhoea with milk discharge indicates galactorrhoea-amenorrhoea syndrome due to hyperprolactinaemia."",
  ""Hypothyroidism can cause hyperprolactinaemia through increased TRH stimulation, leading to amenorrhoea and galactorrhoea."",
  ""Pituitary cancer is rare and hypothalamic weight-loss amenorrhoea does not typically explain milk discharge.""
]",Hypothyroidism can cause hyperprolactinaemia presenting with amenorrhoea and galactorrhoea.,,,,,2.0,3
8375,Which of the following tumours present with proptosis?,D,All of the above,B,0.0,"[
  ""Neuroblastoma commonly metastasizes to the orbit and can cause proptosis."",
  ""Nephroblastoma typically metastasizes to lung and liver, and proptosis is not a typical presentation."",
  ""Therefore, among the provided options, neuroblastoma is the correct tumour associated with proptosis.""
]",Neuroblastoma can cause orbital metastases leading to proptosis.,,,,,,,,,D,1.0,"[
  ""Neuroblastoma can metastasize to the orbit and commonly presents with proptosis in children."",
  ""Ewing sarcoma can involve the orbit and may present with proptosis."",
  ""Since the listed tumors are associated with proptosis, the best choice among the provided options is All of the above.""
]","Both neuroblastoma and Ewing sarcoma can present with proptosis, so the inclusive option is correct.",,,,,C,0.0,"[
  ""Proptosis can occur with orbital involvement by certain tumours."",
  ""Ewing sarcoma can involve the orbit and present with proptosis."",
  ""Nephroblastoma is not a typical tumour presenting with proptosis, so 'All of the above' is not correct.""
]",Ewing sarcoma can present with orbital involvement causing proptosis.,1.0,3
8400,A patient having glaucoma develops blepharoconjunctivitis after instilling some anti-glaucoma drug. Which of the following drug can be responsible for it:,A,Timolol,,,,,,,,,A,1.0,"[
  ""Blepharoconjunctivitis after topical antiglaucoma therapy suggests a local ocular hypersensitivity/irritative adverse effect."",
  ""Timolol, a topical beta-blocker used in glaucoma, can cause ocular irritation and allergic blepharoconjunctivitis."",
  ""Latanoprost is more characteristically associated with conjunctival hyperemia, iris pigmentation, and eyelash growth; pilocarpine mainly causes miosis, brow ache, and accommodative spasm.""
]",Topical timolol can cause allergic blepharoconjunctivitis.,C,0.0,"[
  ""Blepharoconjunctivitis after topical antiglaucoma therapy suggests a local allergic or irritative adverse reaction."",
  ""Timolol is more classically associated with systemic beta-blocker effects, while latanoprost commonly causes conjunctival hyperemia, iris pigmentation, and eyelash growth."",
  ""Dipivefrine is known to cause allergic blepharoconjunctivitis and follicular conjunctivitis.""
]",Dipivefrine can cause allergic blepharoconjunctivitis after topical use in glaucoma.,C,0.0,"[
  ""Identify the adverse effect: blepharoconjunctivitis after an antiglaucoma drug suggests a local allergic/toxic ocular reaction."",
  ""Compare options: timolol mainly causes beta-blocker systemic effects and ocular irritation; pilocarpine causes miosis, brow ache, and accommodative spasm."",
  ""Dipiverine/dipivefrin is known to cause allergic blepharoconjunctivitis and follicular conjunctivitis.""
]",Dipiverine is associated with allergic blepharoconjunctivitis in glaucoma treatment.,,,,,1.0,3
8433,Passive cutaneous anaphylaxis detect:,A,Heterocytotropic ab,,,,,,,,,B,0.0,"[
  ""Passive cutaneous anaphylaxis is an in vivo test based on passive transfer of sensitizing antibody into skin."",
  ""On subsequent antigen challenge, mast-cell mediator release causes a local wheal-and-flare/vascular permeability reaction."",
  ""Thus, among the options, the detectable reaction is the wheal and flare reaction.""
]",Passive cutaneous anaphylaxis is demonstrated by a local wheal-and-flare reaction after antigen challenge.,A,1.0,"[
  ""Passive cutaneous anaphylaxis is used to demonstrate serum antibodies that can passively sensitize skin mast cells."",
  ""These cytotropic/anaphylactic antibodies are detected by later antigen challenge producing local mediator release."",
  ""Among the options, heterocytotropic antibody detection best matches passive cutaneous anaphylaxis.""
]","Passive cutaneous anaphylaxis detects cytotropic anaphylactic antibodies, classically heterocytotropic antibodies in this context.",A,1.0,"[
  ""Passive cutaneous anaphylaxis is a passive transfer test using serum antibodies to sensitize skin mast cells."",
  ""It is primarily used to demonstrate skin-sensitizing cytotropic antibodies involved in immediate hypersensitivity."",
  ""Among the provided options, heterocytotropic antibody is the relevant detectable antibody type.""
]","Passive cutaneous anaphylaxis detects cytotropic/reaginic antibodies, best matched here by heterocytotropic antibodies.",,,,,2.0,3
8442,Serous Demilunes are present in large number in which gland,B,Submandibular,,,,,B,1.0,"[
  ""Serous demilunes are features of mixed salivary glands where serous cells cap mucous acini."",
  ""Parotid is a purely serous gland, so serous demilunes are not a prominent feature."",
  ""Among the given options, submandibular is the mixed salivary gland and therefore contains serous demilunes.""
]",Submandibular gland is a mixed salivary gland with mucous acini capped by serous demilunes.,,,,,,,,,C,0.0,"[
  ""Serous demilunes are found in mixed salivary glands where serous cells cap mucous acini."",
  ""The sublingual gland is predominantly mucous and has numerous mucous acini with serous demilunes."",
  ""The submandibular gland has fewer mucous acini, and the pituitary gland does not contain serous demilunes.""
]",Serous demilunes are present in large numbers in the sublingual gland.,C,0.0,"[
  ""Serous demilunes occur in mixed salivary glands where serous cells cap mucous secretory units."",
  ""Parotid is purely serous, so it does not have serous demilunes in large number."",
  ""Sublingual gland is predominantly mucous and has many mucous acini capped by serous demilunes.""
]",Sublingual gland contains numerous mucous acini with serous demilunes.,1.0,3
8475,Immunosuppressive drugs are less effective in which type of graft rejection ?,B,Acute humoral rejection,,,,,B,1.0,"[
  ""Acute cellular rejection is primarily T-cell mediated and usually responds well to standard immunosuppressive therapy."",
  ""Acute humoral rejection is antibody-mediated, involving donor-specific antibodies and complement injury."",
  ""Conventional immunosuppressive drugs are less effective against antibody-mediated rejection than against cellular rejection.""
]",Acute humoral rejection is antibody-mediated and is less responsive to standard immunosuppressive drugs than acute cellular rejection.,,,,,,,,,C,0.0,"[
  ""Identify the rejection types listed: acute humoral rejection, chronic rejection, and none of the above."",
  ""Immunosuppressive drugs can help prevent or treat many acute rejection episodes, though antibody-mediated rejection may need additional therapies."",
  ""Chronic rejection is generally progressive and poorly responsive to immunosuppressive drugs.""
]",Immunosuppressive drugs are less effective in chronic graft rejection.,C,0.0,"[
  ""Acute cellular rejection is primarily T-cell mediated and is generally responsive to immunosuppressive therapy."",
  ""Acute humoral rejection can be more difficult but may respond to targeted therapies such as plasmapheresis, IVIG, and anti-B-cell/complement approaches."",
  ""Chronic rejection involves progressive vascular narrowing and fibrosis, which are poorly reversible and less responsive to immunosuppressive drugs.""
]",Chronic rejection is least responsive to immunosuppressive therapy because it causes progressive irreversible fibrosis and vasculopathy.,1.0,3
8495,It is true about H. Pylori that it -,D,Treatment prevents gastric lymphoma,A,0.0,"[
  ""H. pylori is a bacterium, not a protozoan, so option B is false."",
  ""H. pylori is classically a gram-negative spiral/curved organism, so option A is true."",
  ""Although H. pylori eradication is related to management of gastric MALT lymphoma risk, the most directly and unambiguously correct option is A.""
]",H. pylori is a gram-negative spiral-shaped bacterium.,,,,,,,,,D,1.0,"[
  ""H. pylori is a bacterium, not a protozoa, so option B is false."",
  ""H. pylori causes chronic gastritis, but adult disease is usually due to persistent infection rather than reinfection, so option C is false."",
  ""Eradication of H. pylori reduces the risk of and can treat early gastric MALT lymphoma, so option D is true.""
]",H. pylori treatment can prevent or lead to regression of gastric MALT lymphoma.,,,,,A,0.0,"[
  ""H. pylori is a gram-negative, spiral/curved bacillus."",
  ""Chronic gastritis in adults is mainly due to persistent infection, not reinfection."",
  ""Eradication may regress some MALT lymphomas, but the most universally correct statement among the options is its gram-negative spiral morphology.""
]",H. pylori is a gram-negative spiral organism.,1.0,3
8502,Radiomimetric BACTEC detect growth of M tuberculosis in how much time ?,B,2-3 week,,,,,A,0.0,"[
  ""Radiometric BACTEC is a rapid liquid culture method for detecting Mycobacterium tuberculosis growth."",
  ""It detects metabolic activity much faster than conventional solid culture, typically around 7\u201314 days."",
  ""Among the given options, 1 week is the closest correct detection time.""
]","Radiometric BACTEC can detect M. tuberculosis growth rapidly, around 1 week.",,,,,,,,,B,1.0,"[
  ""Radiometric BACTEC is a rapid culture method for detecting growth of Mycobacterium tuberculosis."",
  ""It detects growth faster than conventional Lowenstein-Jensen culture, which usually takes 4-8 weeks."",
  ""Among the given options, 2-3 weeks best matches the detection time for radiometric BACTEC.""
]",Radiometric BACTEC detects M. tuberculosis growth in about 2-3 weeks.,A,0.0,"[
  ""Radiometric BACTEC detects mycobacterial growth much faster than conventional culture."",
  ""Conventional Lowenstein-Jensen culture usually takes 4-8 weeks, so option C is not correct for BACTEC."",
  ""Radiometric BACTEC can detect M. tuberculosis growth in about 1 week, making option A the best choice.""
]","Radiometric BACTEC detects M. tuberculosis growth rapidly, typically in about 1 week.",1.0,3
8505,Egg is ideal protein because it has –,C,High biological efficiency and NPU,C,1.0,"[
  ""Egg protein is considered a reference or ideal protein due to its excellent amino acid profile and digestibility."",
  ""High biological value/efficiency and high net protein utilization reflect superior protein quality."",
  ""High cholesterol or protein amount per 100 g does not define an ideal protein.""
]",Egg is ideal protein because it has high biological efficiency/value and high NPU.,D,0.0,"[
  ""Egg is considered an ideal/reference protein due to its excellent essential amino acid composition."",
  ""The defining feature is that it provides all essential amino acids without a limiting amino acid."",
  ""High cholesterol is unrelated, and high NPU is a quality measure rather than the primary reason.""
]",Egg protein has no limiting amino acid and contains essential amino acids in optimal proportions.,D,0.0,"[
  ""Egg is considered a reference or ideal protein due to its balanced essential amino acid profile."",
  ""High protein per 100 g is not the defining reason for ideal protein quality."",
  ""Among the options, absence of a limiting amino acid best explains why egg protein is ideal.""
]","Egg protein contains all essential amino acids in adequate proportions, with no limiting amino acid.",,,,,,,,,,,,,1.0,3
8552,What is the abnormality shown in this shoulder Radiograph?,B,Posterior Dislocation Of Shoulder,,,,,A,0.0,"[
  ""Assess the expected shoulder radiograph finding among the provided options."",
  ""Anterior shoulder dislocation is identified when the humeral head is displaced anteroinferiorly, often subcoracoid, relative to the glenoid."",
  ""This pattern best matches the abnormality compared with posterior dislocation or a simple bone cyst.""
]",The radiographic abnormality is most consistent with an anterior shoulder dislocation.,,,,,,,,,B,1.0,"[
  ""The abnormality in a shoulder radiograph should be matched to either joint malalignment or an osseous lesion."",
  ""Posterior shoulder dislocation is identified by abnormal glenohumeral alignment rather than a focal destructive or cystic bone lesion."",
  ""Among the provided options, the described shoulder radiograph abnormality is most consistent with posterior dislocation.""
]",Posterior shoulder dislocation best fits a shoulder radiograph abnormality involving glenohumeral malalignment.,B,1.0,"[
  ""Assess the glenohumeral alignment on the shoulder radiograph."",
  ""The humeral head appearance and alignment are most consistent with posterior shoulder dislocation rather than anterior dislocation."",
  ""There are no features suggesting a cartilaginous bone tumor such as chondrosarcoma.""
]",Findings are consistent with posterior dislocation of the shoulder.,2.0,3
8586,Looser's zones are seen in which of the following ?,D,All of the above,A,0.0,"[
  ""Looser's zones are pseudofractures classically associated with osteomalacia."",
  ""Paget's disease has different radiographic features and is not the classic condition for Looser's zones."",
  ""Since not all listed conditions are correct, 'All of the above' is incorrect.""
]",Looser's zones are characteristic pseudofractures seen in osteomalacia.,,,,,,,,,C,0.0,"[
  ""Looser's zones are pseudofractures classically associated with osteomalacia and related defective mineralization states."",
  ""Renal osteodystrophy can include osteomalacia/defective mineralization, so Looser's zones may be seen in it."",
  ""Paget's disease is not the classic condition for Looser's zones, so 'All of the above' is not correct.""
]",Looser's zones are seen in renal osteodystrophy due to defective bone mineralization.,,,,,D,1.0,"[
  ""Looser's zones are pseudofractures classically associated with osteomalacia."",
  ""Renal osteodystrophy can include defective mineralization and osteomalacia-like changes, so Looser's zones may also be seen."",
  ""Since both Osteomalacia and Renal osteodystrophy are correct among the listed options, the best answer is All of the above.""
]",Looser's zones are seen in osteomalacia and can also occur in renal osteodystrophy.,1.0,3
8590,Epulis is?,A,Benign,,,,,,,,,A,1.0,"[
  ""Epulis refers to a localized gingival swelling or tumor-like lesion."",
  ""Most epulides are reactive or benign lesions rather than malignant tumors."",
  ""It is not classified as a precancerous condition.""
]",Epulis is a benign localized gingival lesion.,C,0.0,"[
  ""Epulis refers to a localized gingival swelling or mass."",
  ""Most lesions called epulis are not malignant tumors."",
  ""They are generally considered reactive hyperplastic processes of the gingiva.""
]",Epulis is best classified as a reactive process rather than a true benign or malignant tumor.,C,0.0,"[
  ""Epulis refers to a localized gingival swelling or tumor-like lesion."",
  ""Most epulides are non-neoplastic inflammatory/reactive hyperplastic lesions rather than true tumors."",
  ""It is not considered precancerous.""
]",Epulis is best classified as a reactive process of the gingiva.,,,,,1.0,3
8592,Which of the following medications essential for ameliorating the toxicity of pemetrexed:,A,Folinic acid and vitamin B6,,,,,,,,,B,0.0,"[
  ""Pemetrexed is an antifolate chemotherapy agent associated with significant hematologic and gastrointestinal toxicity without vitamin supplementation."",
  ""Standard toxicity reduction requires folic acid plus vitamin B12 supplementation."",
  ""Dexamethasone may reduce rash but is not the essential vitamin supplementation regimen, and folinic acid/vitamin B6 is not the standard regimen.""
]",Pemetrexed toxicity is ameliorated by folic acid and vitamin B12 supplementation.,B,0.0,"[
  ""Pemetrexed is an antifolate chemotherapy agent whose toxicities are reduced by vitamin supplementation."",
  ""Standard supplementation required with pemetrexed is folic acid plus vitamin B12."",
  ""Option B matches the required supplementation, while the other options list incorrect vitamins.""
]",Folic acid and vitamin B12 are essential to reduce pemetrexed toxicity.,D,0.0,"[
  ""Pemetrexed toxicity is reduced by mandatory folate supplementation, classically with folic acid plus vitamin B12."",
  ""Dexamethasone is also commonly given with pemetrexed to reduce cutaneous toxicity such as rash."",
  ""Among the provided options, Option D is the only one containing folic acid and a clinically relevant toxicity-reducing co-medication.""
]","Folic acid is required with pemetrexed, and dexamethasone is used to reduce pemetrexed-associated skin toxicity.",,,,,0.0,3
8619,Sensory supply of vocal cord ?,D,All of the above,D,1.0,"[
  ""Internal laryngeal nerve supplies sensation to supraglottic laryngeal mucosa up to the vocal folds."",
  ""Recurrent laryngeal nerve supplies sensation to infraglottic mucosa below the vocal folds."",
  ""The vocal cord region can receive sensory innervation related to both adjacent territories, so among the given options the best answer is all of the above.""
]",Sensory innervation around the vocal cord involves both internal laryngeal and recurrent laryngeal nerves.,,,,,,,,,B,0.0,"[
  ""The internal branch of the superior laryngeal nerve supplies sensation to laryngeal mucosa above the vocal cords."",
  ""The recurrent laryngeal nerve supplies sensation to the mucosa below the vocal cords and is classically associated with sensory supply of the vocal cord region."",
  ""Therefore, among the given options, recurrent laryngeal nerve is the best answer.""
]",Sensory supply of the vocal cord is classically via the recurrent laryngeal nerve.,,,,,A,0.0,"[
  ""The sensory innervation relevant to the laryngeal mucosa at/above the vocal cord region is carried by the internal laryngeal nerve."",
  ""The internal laryngeal nerve is the sensory branch of the superior laryngeal nerve, but it is the more specific correct answer."",
  ""All of the above is not appropriate when the specific sensory nerve is internal laryngeal nerve.""
]",The internal laryngeal nerve provides sensory supply to the vocal cord region.,1.0,3
8630,Chromosome-associated with bipolar disease -,C,Chromosome 18,C,1.0,"[
  ""Bipolar disorder has reported genetic linkage associations on several chromosomes, notably including chromosome 18."",
  ""Chromosome 16 and chromosome 13 are not the classic expected associations in this type of question."",
  ""Among the provided options, chromosome 18 is the best recognized association.""
]",Bipolar disorder has been linked in genetic studies to chromosome 18.,C,1.0,"[
  ""Bipolar disorder has multiple genetic susceptibility loci rather than a single causative chromosome."",
  ""Among the listed options, chromosome 18 has one of the best-recognized reported linkage associations with bipolar disorder."",
  ""Chromosomes 16 and 11 have been less consistently or historically implicated, so chromosome 18 is the best answer.""
]",Chromosome 18 is a recognized susceptibility locus associated with bipolar disorder.,D,0.0,"[
  ""Bipolar disorder has shown genetic linkage associations in multiple chromosomal regions, but classic medical genetics teaching commonly cites chromosome 11."",
  ""Chromosome 13 is more classically linked in psychiatric genetics to some schizophrenia susceptibility findings, not the standard bipolar association."",
  ""Among the provided options, chromosome 11 is the best recognized answer for bipolar disease association.""
]",Bipolar disorder is classically associated with chromosome 11 in standard exam references.,,,,,,,,,,,,,2.0,3
8635,A five year old child presents with ballooning of prepuce after micturation. Examination of penis reveals prepucial adhesions which the following the best treatment,B,Circumcision,,,,,D,0.0,"[
  ""Preputial adhesions and non-retractile foreskin are commonly physiological in a 5-year-old child."",
  ""Ballooning of the prepuce during or after micturition alone is not an indication for circumcision or forced adhesiolysis if there is no pathological phimosis, recurrent infection, or urinary obstruction."",
  ""Therefore the best initial treatment among the options is conservative management.""
]",Physiological preputial adhesions with ballooning are usually managed conservatively unless complicated.,,,,,,,,,D,0.0,"[
  ""Ballooning of the prepuce with micturition in a 5-year-old commonly reflects physiological phimosis/preputial adhesions."",
  ""Physiological preputial adhesions usually resolve spontaneously and do not require circumcision or dorsal slit unless complicated by recurrent infection, scarring, or obstruction."",
  ""Therefore the best option among those provided is conservative management.""
]",Prepucial adhesions with ballooning in a young child are usually physiological and are managed conservatively.,A,0.0,"[
  ""Ballooning of the prepuce after micturition in a 5-year-old with prepucial adhesions suggests physiological phimosis or adhesions rather than an indication for immediate circumcision."",
  ""The appropriate treatment for symptomatic prepucial adhesions is adhesiolysis with gentle dilatation."",
  ""Circumcision is reserved for pathological phimosis or recurrent complications, and dorsal slit is mainly used for emergency relief such as severe paraphimosis.""
]",Prepucial adhesions causing ballooning are best treated by adhesiolysis and dilatation.,0.0,3
8637,Cavett test is used for detection of,B,Alcohol,,,,,B,1.0,"[
  ""Cavett test is a forensic/toxicological test associated with detection of alcohol."",
  ""Opiates are typically detected by tests such as Marquis, Mecke, or Frohde, not Cavett."",
  ""Cocaine is commonly detected by Scott/cobalt thiocyanate testing, not Cavett.""
]",Cavett test is used for detection of alcohol.,,,,,,,,,C,0.0,"[
  ""Cavett test is a named toxicological screening test."",
  ""Alcohol is commonly detected by dichromate-based tests, and cocaine by cobalt thiocyanate/Scott test."",
  ""Cavett test is associated with detection of barbiturates.""
]",Cavett test is used for detection of barbiturates.,B,1.0,"[
  ""Cavett test is a forensic toxicology test associated with detecting alcohol."",
  ""Opiates are commonly detected by tests such as Marquis, Mecke, or Frohde tests."",
  ""Barbiturates are commonly detected by Dille-Koppanyi or Zwikker tests.""
]",Cavett test is used for detection of alcohol.,2.0,3
